,self_employeed,company_size,tech_company,tech_prole,mh_benefits,anonymity,leaving_difficulty,disc_mh_coworker,disc_mh_supervisor,reveal_mh_business,reveal_mh_coworkers,affects_productivity,productivity_percent,mention_ph_interview,mention_mh_interview,share_mh_ff,exp_unsupport,reveal_less,family_history,mh_in_past,mh_currently,mh_diagnosed,sought_treatment,age,gender,country_live,state_live,country_work,state_work,year
2464,0,More than 1000,0.0,1.0,Not eligible for coverage / NA,Yes,I don't know,No,No,,,,,No,No,8,No,Maybe,I don't know,No,Possibly,,0,21.0,Female,United States of America,Texas,United States of America,Texas,2018
2465,1,,,,,,,,,Not applicable to me,Not applicable to me,Yes,1-25%,Yes,Maybe,6,Maybe/Not sure,,Yes,Possibly,Possibly,,0,38.0,Male,United States of America,Michigan,United States of America,Michigan,2018
2466,0,100-500,0.0,1.0,Yes,I don't know,Somewhat easy,Yes,No,,,,,No,No,9,No,No,I don't know,Don't Know,No,,0,35.0,Female ,United States of America,Washington,United States of America,Washington,2018
2467,0,More than 1000,1.0,1.0,Yes,I don't know,Somewhat easy,Maybe,No,,,,,Maybe,No,8,"Yes, I experienced",No,I don't know,Yes,Yes,Yes,1,33.0,Female,Switzerland,,Switzerland,,2018
2468,0,26-100,1.0,1.0,Yes,Yes,Somewhat easy,No,No,,,,,Maybe,No,6,Maybe/Not sure,Maybe,I don't know,No,Don't Know,,0,38.0,Male ,Netherlands,,Netherlands,,2018
2469,0,6-25,1.0,1.0,No,I don't know,Neither easy nor difficult,Maybe,Maybe,,,,,No,No,9,Maybe/Not sure,No,I don't know,Yes,Yes,Yes,1,29.0,female,United States of America,Colorado,United States of America,Colorado,2018
2470,0,500-1000,1.0,0.0,Yes,Yes,Somewhat easy,Yes,Maybe,,,,,No,No,6,"Yes, I observed",No,I don't know,No,Yes,Yes,1,25.0,Female,United States of America,Missouri,United States of America,Missouri,2018
2471,0,100-500,1.0,1.0,I don't know,I don't know,Somewhat easy,Maybe,No,,,,,No,No,6,Maybe/Not sure,Maybe,Yes,Don't Know,Don't Know,,1,41.0,female,United States of America,California,United States of America,California,2018
2472,0,26-100,1.0,1.0,Yes,I don't know,Very easy,Yes,Yes,,,,,Maybe,No,10,"Yes, I observed",,Yes,Yes,Yes,Yes,1,37.0,Female,United States of America,California,United States of America,California,2018
2473,0,6-25,1.0,1.0,I don't know,I don't know,Somewhat easy,Maybe,Maybe,,,,,Maybe,No,7,No,Maybe,Yes,Possibly,Yes,Yes,1,29.0,Male,United States of America,Georgia,United States of America,Georgia,2018
2474,0,100-500,1.0,1.0,Yes,I don't know,Very easy,Yes,Yes,,,,,No,No,7,"Yes, I observed",No,No,No,No,,0,45.0,F,United States of America,Massachusetts,United States of America,California,2018
2475,0,6-25,1.0,1.0,I don't know,Yes,Very easy,No,No,,,,,No,No,5,No,,No,Don't Know,No,,0,45.0,none,Germany,,United Kingdom,,2018
2476,0,100-500,1.0,1.0,Yes,Yes,Somewhat easy,Yes,Yes,,,,,Maybe,Maybe,7,"Yes, I observed",No,No,Possibly,Possibly,,1,45.0,Female,United States of America,California,United States of America,California,2018
2477,0,More than 1000,1.0,1.0,Yes,Yes,Somewhat easy,Yes,Yes,,,,,Yes,Maybe,10,"Yes, I observed",No,Yes,Yes,Yes,Yes,1,30.0,Trans female,United States of America,Massachusetts,United States of America,Massachusetts,2018
2478,0,6-25,1.0,1.0,I don't know,I don't know,Very easy,Yes,Yes,,,,,Yes,Yes,10,No,No,No,No,No,,0,27.0,male,United States of America,Michigan,United States of America,Michigan,2018
2479,0,6-25,0.0,1.0,I don't know,I don't know,Difficult,Maybe,Yes,,,,,Maybe,No,0,No,,No,No,No,,0,36.0,Cisgender male,United States of America,New York,United States of America,New York,2018
2480,0,500-1000,0.0,0.0,Yes,Yes,Difficult,Maybe,No,,,,,Yes,Maybe,10,No,Maybe,Yes,Yes,Yes,Yes,1,44.0,F,United States of America,Minnesota,United States of America,Minnesota,2018
2481,0,More than 1000,1.0,1.0,Yes,I don't know,I don't know,Yes,Maybe,,,,,Maybe,Maybe,9,Maybe/Not sure,No,I don't know,Yes,Yes,Yes,1,35.0,Female,United States of America,Michigan,United States of America,Michigan,2018
2482,0,6-25,1.0,1.0,I don't know,I don't know,I don't know,No,Maybe,,,,,No,No,8,No,No,Yes,Possibly,Possibly,,0,42.0,non-binary,United States of America,New Jersey,United States of America,New Jersey,2018
2483,0,More than 1000,1.0,1.0,Yes,I don't know,Somewhat difficult,No,No,,,,,Maybe,No,8,No,,Yes,Yes,Yes,Yes,1,26.0,Male,United States of America,California,United States of America,California,2018
2484,1,,,,,,,,,"Sometimes, if it comes up","Sometimes, if it comes up",Yes,1-25%,No,No,6,"Yes, I observed",Yes,Yes,Yes,No,,1,33.0,Female,United States of America,California,United States of America,California,2018
2485,0,100-500,1.0,1.0,Yes,I don't know,Very easy,Yes,Yes,,,,,No,No,7,No,No,Yes,Yes,Possibly,,1,25.0,Genderqueer,United States of America,California,United States of America,California,2018
2486,0,More than 1000,0.0,1.0,Yes,I don't know,I don't know,Maybe,Maybe,,,,,Maybe,No,10,No,,Yes,Yes,Yes,Yes,1,36.0,F,United States of America,Washington,United States of America,Washington,2018
2487,0,500-1000,1.0,1.0,Yes,I don't know,Neither easy nor difficult,No,Yes,,,,,No,No,5,"Yes, I observed",No,Yes,Yes,Yes,Yes,1,32.0,female,United States of America,Pennsylvania,United States of America,Pennsylvania,2018
2488,0,More than 1000,1.0,1.0,Yes,I don't know,Somewhat difficult,Maybe,Maybe,,,,,Maybe,No,8,"Yes, I observed",Yes,Yes,Yes,Yes,Yes,1,29.0,Female,United States of America,Colorado,United States of America,Colorado,2018
2489,0,More than 1000,1.0,1.0,I don't know,Yes,Very easy,Maybe,Maybe,,,,,No,No,1,"Yes, I observed",Yes,I don't know,No,No,,0,29.0,f,United States of America,California,United States of America,California,2018
2490,0,26-100,1.0,1.0,Yes,Yes,Very easy,Maybe,Yes,,,,,Yes,Maybe,7,No,No,No,Possibly,No,,0,43.0,Male,United States of America,Michigan,United States of America,Michigan,2018
2491,1,,,,,,,,,"No, because it would impact me negatively","No, because it would impact me negatively",Yes,51-75%,Maybe,No,3,Maybe/Not sure,,I don't know,Yes,Possibly,,1,37.0,Male,Portugal,,Portugal,,2018
2492,0,500-1000,0.0,1.0,No,I don't know,Somewhat easy,Yes,Yes,,,,,Maybe,Maybe,7,Maybe/Not sure,,No,No,No,,0,26.0,Male,United Kingdom,,United Kingdom,,2018
2493,0,26-100,1.0,1.0,Yes,I don't know,Somewhat difficult,Maybe,Maybe,,,,,No,No,9,"Yes, I observed",No,Yes,Yes,Yes,Yes,1,46.0,Male,United States of America,Minnesota,United States of America,Minnesota,2018
2494,1,,,,,,,,,"No, because it doesn't matter","No, because it doesn't matter",Yes,1-25%,No,No,8,"Yes, I observed",Maybe,Yes,Yes,Yes,Yes,1,35.0,Female,United States of America,California,United States of America,California,2018
2495,1,,,,,,,,,"No, because it doesn't matter","No, because it doesn't matter",Yes,51-75%,Maybe,No,2,No,,Yes,Don't Know,Don't Know,,1,37.0,Male,United States of America,Indiana,United States of America,Indiana,2018
2496,0,500-1000,0.0,1.0,Yes,Yes,Somewhat easy,Yes,Yes,,,,,No,No,8,No,No,Yes,Yes,Yes,Yes,1,30.0,Female,United States of America,Michigan,United States of America,Michigan,2018
2497,0,26-100,1.0,1.0,Yes,I don't know,I don't know,Maybe,Maybe,,,,,Maybe,Maybe,7,"Yes, I experienced",Maybe,I don't know,Yes,Yes,Yes,1,36.0,Male,United States of America,Michigan,United States of America,Michigan,2018
2498,0,More than 1000,0.0,1.0,Yes,I don't know,I don't know,Maybe,Maybe,,,,,Maybe,Maybe,10,No,Maybe,I don't know,Yes,Yes,Yes,1,31.0,Female,United States of America,Michigan,United States of America,Michigan,2018
2499,0,6-25,1.0,1.0,Not eligible for coverage / NA,I don't know,Somewhat easy,Maybe,No,,,,,No,No,6,"Yes, I observed",,I don't know,No,Possibly,,1,42.0,Male,France,,Switzerland,,2018
2500,1,,,,,,,,,Not applicable to me,Not applicable to me,Not applicable to me,,Maybe,Maybe,6,Maybe/Not sure,,No,No,No,,0,41.0,cis male,United States of America,Illinois,United States of America,Illinois,2018
2501,0,More than 1000,1.0,1.0,I don't know,I don't know,I don't know,Yes,Yes,,,,,Maybe,No,9,No,No,I don't know,Possibly,Possibly,,0,33.0,Female,United States of America,California,United States of America,California,2018
2502,0,More than 1000,0.0,1.0,Yes,Yes,Difficult,Maybe,No,,,,,No,No,2,Maybe/Not sure,,I don't know,Possibly,Possibly,,1,26.0,male,United States of America,Illinois,United States of America,Illinois,2018
2503,0,100-500,1.0,1.0,No,I don't know,I don't know,Yes,Maybe,,,,,Maybe,Maybe,10,Maybe/Not sure,No,No,Possibly,Possibly,,1,37.0,m,United States of America,Georgia,United States of America,Georgia,2018
2504,0,100-500,1.0,1.0,Yes,Yes,Somewhat easy,Yes,Yes,,,,,Maybe,Maybe,8,"Yes, I experienced",No,Yes,Yes,Yes,Yes,1,36.0,She/her/they/them,United States of America,Illinois,United States of America,Illinois,2018
2505,0,26-100,1.0,1.0,Not eligible for coverage / NA,Yes,Very easy,Yes,Yes,,,,,Yes,Yes,10,No,,No,No,No,,0,35.0,Male,Ethiopia,,Ethiopia,,2018
2506,0,100-500,0.0,1.0,I don't know,I don't know,Somewhat easy,Yes,Yes,,,,,Maybe,Maybe,8,No,No,No,No,No,,0,45.0,male,United Kingdom,,United Kingdom,,2018
2507,0,6-25,1.0,1.0,No,I don't know,Very easy,Yes,Yes,,,,,Yes,No,10,No,,No,No,Don't Know,,0,23.0,Male,India,,India,,2018
2508,0,6-25,1.0,1.0,Yes,I don't know,Somewhat easy,Maybe,Yes,,,,,Maybe,Maybe,6,No,No,No,No,No,,0,26.0,Male,United States of America,Illinois,United States of America,Illinois,2018
2509,1,,,,,,,,,"No, because it would impact me negatively","No, because it doesn't matter",Yes,26-50%,Maybe,No,10,No,,No,Yes,Yes,Yes,1,23.0,Male,Canada,,Canada,,2018
2510,0,6-25,0.0,1.0,No,I don't know,Somewhat easy,No,Maybe,,,,,Maybe,Maybe,7,No,No,I don't know,No,No,,0,26.0,male,Mexico,,Mexico,,2018
2511,0,6-25,1.0,1.0,I don't know,Yes,Very easy,Yes,Yes,,,,,Maybe,No,8,"Yes, I observed",No,Yes,Possibly,Possibly,,0,34.0,Male,United States of America,Massachusetts,United States of America,Massachusetts,2018
2512,0,6-25,1.0,1.0,Not eligible for coverage / NA,Yes,Somewhat easy,Maybe,Maybe,,,,,Maybe,No,4,Maybe/Not sure,No,No,No,No,,0,22.0,Male,Macedonia,,Macedonia,,2018
2513,0,6-25,0.0,1.0,Yes,No,Difficult,No,No,,,,,Maybe,No,3,No,Maybe,I don't know,Don't Know,Possibly,,0,42.0,Female,United States of America,North Dakota,United States of America,North Dakota,2018
2514,0,500-1000,1.0,1.0,No,Yes,I don't know,Maybe,No,,,,,No,No,10,"Yes, I experienced",Maybe,I don't know,Yes,Possibly,,1,40.0,male,Mexico,,Mexico,,2018
2515,0,500-1000,0.0,1.0,I don't know,I don't know,I don't know,Maybe,No,,,,,No,No,2,"Yes, I observed",,Yes,Don't Know,Possibly,,0,42.0,Male,United States of America,Oregon,United States of America,Oregon,2018
2516,0,26-100,1.0,1.0,Yes,I don't know,Somewhat difficult,Maybe,Maybe,,,,,No,No,8,No,No,Yes,Yes,Possibly,,1,35.0,Male,United States of America,Ohio,United States of America,Ohio,2018
2517,0,6-25,1.0,1.0,No,Yes,Very easy,Yes,Yes,,,,,Maybe,Maybe,8,No,Maybe,Yes,Yes,Yes,Yes,1,36.0,Male,United States of America,Oregon,United States of America,Oregon,2018
2518,0,26-100,1.0,1.0,Yes,Yes,Somewhat easy,Maybe,Maybe,,,,,Maybe,Maybe,7,No,No,No,Possibly,No,,0,37.0,Male,United States of America,Illinois,United States of America,Illinois,2018
2519,0,100-500,0.0,1.0,Yes,Yes,Somewhat easy,Yes,Yes,,,,,Maybe,Maybe,10,"Yes, I experienced",No,Yes,Possibly,Yes,Yes,1,31.0,Female,United States of America,Illinois,United States of America,Illinois,2018
2520,0,500-1000,1.0,1.0,Yes,I don't know,Somewhat easy,Yes,Yes,,,,,Maybe,Maybe,10,No,No,Yes,Yes,Possibly,,1,27.0,Male,United States of America,California,United States of America,California,2018
2521,0,6-25,0.0,1.0,I don't know,I don't know,Very easy,Maybe,Maybe,,,,,Maybe,Maybe,5,No,No,No,No,No,,0,38.0,Male,United Kingdom,,United Kingdom,,2018
2522,0,6-25,1.0,1.0,No,Yes,Neither easy nor difficult,Yes,Yes,,,,,Maybe,Maybe,10,No,No,Yes,Yes,Yes,Yes,1,32.0,Male,United States of America,Kentucky,United States of America,Kentucky,2018
2523,0,More than 1000,1.0,1.0,Yes,I don't know,Very easy,No,Maybe,,,,,No,No,8,No,,Yes,Yes,Yes,Yes,0,23.0,Other,United States of America,California,United States of America,California,2018
2524,0,More than 1000,0.0,1.0,No,I don't know,Somewhat difficult,No,No,,,,,Yes,No,0,"Yes, I experienced",No,Yes,Yes,Yes,Yes,1,51.0,Male,United States of America,Florida,United States of America,Florida,2018
2525,0,26-100,1.0,1.0,Not eligible for coverage / NA,I don't know,Very easy,Yes,Yes,,,,,Yes,Yes,10,Maybe/Not sure,No,I don't know,Yes,Yes,Yes,1,26.0,Cis female ,Iceland,,Iceland,,2018
2526,0,500-1000,1.0,1.0,Not eligible for coverage / NA,I don't know,I don't know,No,Maybe,,,,,Maybe,No,6,No,No,I don't know,No,Possibly,,0,19.0,Female,United States of America,Tennessee,United States of America,Tennessee,2018
2527,0,More than 1000,1.0,1.0,Yes,I don't know,I don't know,No,No,,,,,Maybe,No,8,No,,I don't know,Yes,Yes,Yes,0,44.0,Male,United States of America,New Hampshire,United States of America,Massachusetts,2018
2528,0,500-1000,1.0,1.0,Yes,I don't know,I don't know,No,Maybe,,,,,No,No,8,"Yes, I experienced",Yes,I don't know,Yes,Yes,Yes,1,42.0,Male,United States of America,Massachusetts,United States of America,Massachusetts,2018
2529,0,26-100,1.0,1.0,Yes,I don't know,Very easy,Yes,Yes,,,,,No,No,10,No,No,I don't know,Yes,Yes,Yes,1,26.0,Male,United States of America,Pennsylvania,United States of America,Pennsylvania,2018
2530,0,500-1000,0.0,1.0,Yes,Yes,Somewhat easy,Maybe,No,,,,,Yes,Maybe,7,"Yes, I observed",No,I don't know,Don't Know,Yes,Yes,1,38.0,Male,United States of America,Illinois,United States of America,Illinois,2018
2531,0,26-100,1.0,1.0,Yes,Yes,Very easy,Yes,Yes,,,,,No,No,10,Maybe/Not sure,No,Yes,Yes,Yes,Yes,1,26.0,Female ,United States of America,Illinois,United States of America,Illinois,2018
2532,1,,,,,,,,,"No, because it would impact me negatively","No, because it would impact me negatively",Yes,26-50%,Maybe,No,1,No,No,Yes,Yes,Yes,Yes,1,40.0,Male,Greece,,Greece,,2018
2533,0,100-500,1.0,1.0,Yes,Yes,Very easy,Yes,Yes,,,,,No,No,8,No,Yes,I don't know,Possibly,Possibly,,1,32.0,Male,United States of America,Illinois,United States of America,Illinois,2018
2534,0,100-500,1.0,1.0,Yes,I don't know,Somewhat easy,Yes,Yes,,,,,No,No,8,"Yes, I experienced",Maybe,Yes,Yes,Yes,Yes,1,39.0,Male,United States of America,Illinois,United States of America,Illinois,2018
2535,0,6-25,1.0,1.0,Yes,Yes,I don't know,Maybe,Yes,,,,,Maybe,No,8,No,Yes,Yes,Yes,Yes,Yes,1,44.0,female,United States of America,Wisconsin,United States of America,Wisconsin,2018
2536,0,More than 1000,1.0,1.0,Yes,I don't know,Very easy,Maybe,Yes,,,,,Maybe,No,8,Maybe/Not sure,,Yes,Yes,Yes,Yes,1,33.0,Female,United States of America,Texas,United States of America,Texas,2018
2537,0,100-500,1.0,1.0,No,No,I don't know,Yes,Yes,,,,,Maybe,Maybe,10,No,No,I don't know,No,Yes,Yes,1,38.0,male,Hong Kong,,Hong Kong,,2018
2538,0,6-25,1.0,1.0,I don't know,I don't know,Somewhat easy,Yes,Yes,,,,,Maybe,No,8,No,No,I don't know,Possibly,Yes,Yes,1,42.0,Male,Australia,,Australia,,2018
2539,1,,,,,,,,,"No, because it doesn't matter","Sometimes, if it comes up",Yes,26-50%,Maybe,No,5,Maybe/Not sure,No,I don't know,Yes,Yes,Yes,1,57.0,Male,United States of America,Illinois,United States of America,Illinois,2018
2540,0,100-500,0.0,1.0,No,I don't know,Neither easy nor difficult,No,No,,,,,No,No,2,Maybe/Not sure,No,Yes,Yes,Possibly,,1,28.0,male,Germany,,Germany,,2018
2541,0,26-100,1.0,1.0,No,I don't know,Very easy,Yes,No,,,,,Maybe,Maybe,10,Maybe/Not sure,No,No,Possibly,Yes,Yes,1,31.0,male,France,,France,,2018
2542,1,,,,,,,,,Not applicable to me,Not applicable to me,Not applicable to me,,Maybe,No,10,No,,No,No,No,,0,34.0,Male,United States of America,Ohio,United States of America,Ohio,2018
2543,0,26-100,1.0,1.0,I don't know,Yes,Very easy,Maybe,Yes,,,,,Yes,Yes,10,No,No,No,No,No,,0,35.0,Male,France,,France,,2018
2544,0,100-500,1.0,1.0,I don't know,I don't know,I don't know,No,Maybe,,,,,No,No,5,No,No,No,No,No,,0,30.0,Male,United States of America,Tennessee,United States of America,Tennessee,2018
2545,0,26-100,1.0,1.0,Yes,I don't know,Somewhat easy,Maybe,Yes,,,,,Yes,Yes,6,Maybe/Not sure,No,No,Yes,Yes,Yes,1,30.0,Male,United States of America,North Dakota,United States of America,North Dakota,2018
2546,1,,,,,,,,,"No, because it doesn't matter","Sometimes, if it comes up",Yes,1-25%,No,No,5,Maybe/Not sure,No,Yes,Yes,Yes,Yes,1,35.0,Male,Japan,,United States of America,California,2018
2547,0,26-100,1.0,1.0,I don't know,I don't know,Very easy,Yes,Maybe,,,,,No,No,5,"Yes, I observed",,Yes,No,No,,0,40.0,SWM,United States of America,New Jersey,United States of America,New Jersey,2018
2548,0,26-100,0.0,1.0,I don't know,I don't know,I don't know,Maybe,Maybe,,,,,Yes,Maybe,10,Maybe/Not sure,,No,No,No,,0,39.0,male,United States of America,Illinois,United States of America,Illinois,2018
2549,0,26-100,1.0,1.0,I don't know,I don't know,I don't know,Maybe,Maybe,,,,,No,No,3,No,,Yes,No,No,,0,24.0,m,United States of America,Utah,United States of America,Utah,2018
2550,0,100-500,1.0,1.0,Yes,Yes,Somewhat difficult,Maybe,Maybe,,,,,No,No,9,No,Yes,I don't know,Yes,Possibly,,1,42.0,cis male,United States of America,Illinois,United States of America,Illinois,2018
2551,0,26-100,1.0,1.0,Yes,I don't know,Difficult,Maybe,Maybe,,,,,No,No,9,No,No,Yes,Don't Know,Possibly,,1,35.0,Male,United States of America,Ohio,United States of America,Ohio,2018
2552,0,More than 1000,1.0,1.0,Yes,Yes,Somewhat easy,Maybe,Yes,,,,,No,No,9,"Yes, I observed",No,I don't know,Yes,Yes,Yes,1,34.0,Male,United States of America,Pennsylvania,United States of America,Pennsylvania,2018
2553,0,100-500,1.0,1.0,I don't know,I don't know,I don't know,No,No,,,,,Yes,No,10,No,Yes,Yes,Possibly,Yes,Yes,1,33.0,Female,United States of America,Texas,United States of America,Texas,2018
2554,0,26-100,1.0,1.0,Yes,Yes,Somewhat easy,Maybe,Yes,,,,,Maybe,Maybe,7,No,No,No,Possibly,No,,0,37.0,Male,United States of America,Illinois,United States of America,Illinois,2018
2555,0,100-500,0.0,1.0,Yes,Yes,Somewhat easy,Yes,Yes,,,,,No,No,8,Maybe/Not sure,Maybe,Yes,Yes,Yes,Yes,1,36.0,Male,United States of America,Florida,United States of America,Florida,2018
2556,0,26-100,0.0,1.0,Yes,Yes,Neither easy nor difficult,Yes,Yes,,,,,No,No,9,"Yes, I experienced",No,I don't know,Yes,Possibly,,1,47.0,cisgender female,United States of America,North Carolina,United States of America,North Carolina,2018
2557,0,26-100,1.0,1.0,I don't know,I don't know,I don't know,Maybe,Maybe,,,,,No,No,6,No,Maybe,No,No,No,,0,42.0,Male,United States of America,Florida,United States of America,Florida,2018
2558,0,More than 1000,1.0,1.0,Yes,I don't know,Difficult,Maybe,Maybe,,,,,Yes,No,8,No,No,Yes,Yes,Yes,Yes,1,29.0,NB,United States of America,Wisconsin,United States of America,Wisconsin,2018
2559,1,,,,,,,,,Not applicable to me,Not applicable to me,Not applicable to me,,Maybe,No,5,I've always been self-employed,,No,No,Don't Know,,0,38.0,female,Georgia,,Georgia,,2018
2560,0,6-25,1.0,0.0,No,No,Somewhat easy,Maybe,Maybe,,,,,Maybe,Maybe,8,Maybe/Not sure,,I don't know,No,No,,0,30.0,m,Turkey,,Turkey,,2018
2561,1,,,,,,,,,"Sometimes, if it comes up","Yes, always",Yes,1-25%,Maybe,No,9,"Yes, I experienced",Yes,Yes,Yes,Yes,Yes,1,30.0,Genderfluid,United States of America,Wisconsin,United States of America,Wisconsin,2018
2562,0,6-25,1.0,1.0,No,I don't know,I don't know,Maybe,No,,,,,Maybe,Maybe,3,"Yes, I experienced",Maybe,Yes,Possibly,Possibly,,0,36.0,Male,Poland,,Poland,,2018
2563,0,More than 1000,0.0,0.0,Yes,Yes,Very easy,Yes,Yes,,,,,Maybe,No,5,Maybe/Not sure,No,I don't know,Yes,Yes,Yes,1,24.0,Female,United States of America,Indiana,United States of America,Indiana,2018
2564,0,More than 1000,0.0,1.0,Yes,Yes,I don't know,No,No,,,,,No,No,3,Maybe/Not sure,No,Yes,Possibly,Possibly,,0,41.0,Male,United States of America,Minnesota,United States of America,Minnesota,2018
2565,0,100-500,1.0,1.0,Yes,I don't know,Somewhat easy,Maybe,Yes,,,,,No,No,7,"Yes, I observed",No,Yes,Possibly,Yes,Yes,1,48.0,Female,United States of America,New York,United States of America,New York,2018
2566,0,More than 1000,0.0,1.0,Yes,I don't know,Somewhat easy,Maybe,Maybe,,,,,Maybe,Maybe,9,"Yes, I experienced",Maybe,Yes,Yes,Yes,Yes,1,31.0,Man,United States of America,Wisconsin,United States of America,Wisconsin,2018
2567,0,100-500,1.0,1.0,Yes,I don't know,Somewhat easy,Maybe,No,,,,,Maybe,No,6,Maybe/Not sure,Yes,Yes,Yes,Possibly,,1,65.0,male,Canada,,Canada,,2018
2568,0,More than 1000,0.0,1.0,Not eligible for coverage / NA,I don't know,Difficult,No,No,,,,,Maybe,No,7,No,,I don't know,Possibly,Possibly,,1,34.0,Nonbinary/femme,United States of America,California,United States of America,California,2018
2569,0,100-500,1.0,1.0,I don't know,I don't know,Difficult,Maybe,Yes,,,,,No,No,5,No,,I don't know,No,No,,0,55.0,Female,United States of America,New Hampshire,United States of America,New Hampshire,2018
2570,1,,,,,,,,,"No, because it would impact me negatively","No, because it would impact me negatively",Yes,1-25%,No,No,10,"Yes, I experienced",Yes,Yes,Yes,Yes,Yes,1,33.0,Female,United States of America,Minnesota,United States of America,Minnesota,2018
2571,0,More than 1000,1.0,1.0,Yes,I don't know,Somewhat difficult,No,No,,,,,No,No,3,Maybe/Not sure,No,No,Yes,Yes,Yes,1,41.0,F,United States of America,Washington,United States of America,Washington,2018
2572,0,More than 1000,0.0,1.0,Yes,I don't know,Neither easy nor difficult,No,No,,,,,No,No,8,Maybe/Not sure,,I don't know,Yes,Yes,Yes,1,24.0,Female,United States of America,Arizona,United States of America,Arizona,2018
2573,0,100-500,0.0,1.0,Not eligible for coverage / NA,I don't know,Difficult,Maybe,No,,,,,No,No,4,No,No,Yes,No,Possibly,,0,27.0,Female,United States of America,Michigan,United States of America,District of Columbia,2018
2574,0,26-100,1.0,1.0,Yes,I don't know,Neither easy nor difficult,Maybe,Maybe,,,,,Yes,Maybe,6,No,No,No,No,Don't Know,,0,30.0,Male,Canada,,Canada,,2018
2575,0,100-500,1.0,1.0,Yes,Yes,Very easy,Yes,Yes,,,,,Maybe,Yes,10,"Yes, I experienced",No,Yes,Yes,Yes,Yes,1,37.0,male,United States of America,Minnesota,United States of America,Minnesota,2018
2576,0,6-25,1.0,1.0,No,I don't know,Difficult,No,No,,,,,No,No,4,Maybe/Not sure,Maybe,No,Yes,Yes,Yes,1,61.0,male,United States of America,Minnesota,United States of America,Minnesota,2018
2577,1,,,,,,,,,"No, because it doesn't matter","Sometimes, if it comes up",Yes,26-50%,Maybe,Maybe,6,No,,Yes,No,Don't Know,,0,45.0,M,Netherlands,,Netherlands,,2018
2578,0,More than 1000,1.0,1.0,I don't know,I don't know,I don't know,No,No,,,,,Yes,No,7,"Yes, I experienced",No,Yes,Yes,Yes,Yes,1,29.0,Male,United States of America,Massachusetts,United States of America,Massachusetts,2018
2579,0,100-500,1.0,1.0,Yes,I don't know,I don't know,Yes,Maybe,,,,,Maybe,Maybe,10,"Yes, I experienced",,Yes,Yes,Yes,Yes,1,41.0,Male,United States of America,Washington,United States of America,Washington,2018
2580,0,26-100,1.0,1.0,Not eligible for coverage / NA,I don't know,I don't know,No,No,,,,,No,No,7,Maybe/Not sure,Maybe,No,Possibly,No,,0,39.0,Male,Spain,,Spain,,2018
2581,0,500-1000,0.0,1.0,I don't know,Yes,Somewhat difficult,No,Maybe,,,,,Maybe,No,9,"Yes, I observed",Yes,Yes,Yes,Yes,Yes,1,30.0,Male,United States of America,Minnesota,United States of America,Minnesota,2018
2582,0,More than 1000,0.0,1.0,I don't know,I don't know,Difficult,No,No,,,,,No,No,1,No,,Yes,No,No,,0,46.0,Male,Italy,,Italy,,2018
2583,0,6-25,1.0,1.0,I don't know,I don't know,Somewhat easy,No,No,,,,,No,No,6,Maybe/Not sure,,Yes,No,Don't Know,,0,42.0,Male,Spain,,Spain,,2018
2584,0,More than 1000,1.0,1.0,Yes,I don't know,Neither easy nor difficult,Maybe,Yes,,,,,No,No,6,No,Maybe,Yes,Yes,Yes,Yes,1,29.0,Woman,United States of America,District of Columbia,United States of America,District of Columbia,2018
2585,0,More than 1000,1.0,1.0,Yes,No,Very easy,Yes,Maybe,,,,,No,No,10,"Yes, I experienced",Maybe,Yes,Yes,Yes,Yes,1,34.0,Female,Australia,,Australia,,2018
2586,1,,,,,,,,,"No, because it doesn't matter","Sometimes, if it comes up",Yes,1-25%,Yes,No,8,"Yes, I observed",Yes,I don't know,Yes,Yes,Yes,1,52.0,Male,United States of America,Tennessee,Mexico,,2018
2587,0,100-500,1.0,1.0,Yes,Yes,I don't know,Maybe,Maybe,,,,,No,No,7,Maybe/Not sure,No,I don't know,Possibly,Possibly,,1,36.0,male,United States of America,Wisconsin,United States of America,New York,2018
2588,0,26-100,1.0,1.0,I don't know,I don't know,Very easy,Maybe,Maybe,,,,,Maybe,Maybe,3,No,,No,No,No,,0,34.0,Male,United Kingdom,,United Kingdom,,2018
2589,1,,,,,,,,,Not applicable to me,Not applicable to me,Not applicable to me,,No,Maybe,6,I've always been self-employed,No,I don't know,No,No,,0,50.0,male,Austria,,Austria,,2018
2590,1,,,,,,,,,"No, because it would impact me negatively","No, because it would impact me negatively",Yes,51-75%,Yes,No,1,"Yes, I observed",Yes,Yes,Yes,Yes,Yes,1,51.0,Male,United States of America,California,United States of America,California,2018
2591,0,26-100,1.0,1.0,Yes,Yes,Neither easy nor difficult,No,Yes,,,,,Yes,Maybe,2,No,No,No,Yes,Possibly,,1,35.0,Male,United States of America,Minnesota,United States of America,Minnesota,2018
2592,0,100-500,1.0,1.0,I don't know,No,Difficult,Maybe,No,,,,,Yes,No,4,"Yes, I observed",Maybe,Yes,Yes,Yes,Yes,1,34.0,Male,United States of America,Kansas,United States of America,California,2018
2593,0,26-100,1.0,1.0,Yes,I don't know,Somewhat easy,Yes,Maybe,,,,,Maybe,Maybe,7,"Yes, I experienced",No,Yes,Yes,Yes,Yes,1,24.0,gender non-conforming woman,United States of America,New Jersey,United States of America,New Jersey,2018
